exact_landing_pair_id,landing_station_a_id,landing_station_a_name,landing_station_b_id,landing_station_b_name,corridor_id,corridor_label,candidate_scope,cable_count,cable_ids,cable_names,strict_parallel_candidate,strict_parallel_cable_pair_relationships
abidjan-cte-divoire::sao-tome-sao-tome-and-principe,abidjan-cte-divoire,"Abidjan, Côte d'Ivoire",sao-tome-sao-tome-and-principe,"Sao Tome, Sao Tome and Principe",landing_region_018ed5849946::landing_region_bed1f90b1b26,"Sao Tome, Sao Tome and Principe <-> Abidjan, Côte d'Ivoire",inter_region,1,"[""africa-coast-to-europe-ace""]","[""Africa Coast to Europe (ACE)""]",False,0
abidjan-cte-divoire::seixal-portugal,abidjan-cte-divoire,"Abidjan, Côte d'Ivoire",seixal-portugal,"Seixal, Portugal",landing_region_bed1f90b1b26::landing_region_c88b92706e9c,"Abidjan, Côte d'Ivoire <-> Seixal, Portugal",inter_region,2,"[""mainone"", ""west-africa-cable-system-wacs""]","[""MainOne"", ""West Africa Cable System (WACS)""]",True,1
abidjan-cte-divoire::sesimbra-portugal,abidjan-cte-divoire,"Abidjan, Côte d'Ivoire",sesimbra-portugal,"Sesimbra, Portugal",landing_region_bed1f90b1b26::landing_region_c88b92706e9c,"Abidjan, Côte d'Ivoire <-> Seixal, Portugal",inter_region,1,"[""sat-3wasc""]","[""SAT-3/WASC""]",False,0
abidjan-cte-divoire::suez-egypt,abidjan-cte-divoire,"Abidjan, Côte d'Ivoire",suez-egypt,"Suez, Egypt",landing_region_bed1f90b1b26::landing_region_e37b4802fd4f,"Abidjan, Côte d'Ivoire <-> Suez, Egypt",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abidjan-cte-divoire::suro-guinea-bissau,abidjan-cte-divoire,"Abidjan, Côte d'Ivoire",suro-guinea-bissau,"Suro, Guinea-Bissau",landing_region_3eb56c664582::landing_region_bed1f90b1b26,"Suro, Guinea-Bissau <-> Abidjan, Côte d'Ivoire",inter_region,1,"[""africa-coast-to-europe-ace""]","[""Africa Coast to Europe (ACE)""]",False,0
abidjan-cte-divoire::swakopmund-namibia,abidjan-cte-divoire,"Abidjan, Côte d'Ivoire",swakopmund-namibia,"Swakopmund, Namibia",landing_region_bed1f90b1b26::landing_region_df56c3d73192,"Abidjan, Côte d'Ivoire <-> Swakopmund, Namibia",inter_region,1,"[""west-africa-cable-system-wacs""]","[""West Africa Cable System (WACS)""]",False,0
abidjan-cte-divoire::tympaki-greece,abidjan-cte-divoire,"Abidjan, Côte d'Ivoire",tympaki-greece,"Tympaki, Greece",landing_region_89dd309b5ca2::landing_region_bed1f90b1b26,"Korakia, Greece <-> Abidjan, Côte d'Ivoire",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abidjan-cte-divoire::yanbu-saudi-arabia,abidjan-cte-divoire,"Abidjan, Côte d'Ivoire",yanbu-saudi-arabia,"Yanbu, Saudi Arabia",landing_region_0f9020acdf6d::landing_region_bed1f90b1b26,"Yanbu, Saudi Arabia <-> Abidjan, Côte d'Ivoire",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abidjan-cte-divoire::yzerfontein-south-africa,abidjan-cte-divoire,"Abidjan, Côte d'Ivoire",yzerfontein-south-africa,"Yzerfontein, South Africa",landing_region_22e3b376dfe7::landing_region_bed1f90b1b26,"Yzerfontein, South Africa <-> Abidjan, Côte d'Ivoire",inter_region,2,"[""2africa"", ""west-africa-cable-system-wacs""]","[""2Africa"", ""West Africa Cable System (WACS)""]",True,1
abidjan-cte-divoire::zafarana-egypt,abidjan-cte-divoire,"Abidjan, Côte d'Ivoire",zafarana-egypt,"Zafarana, Egypt",landing_region_50c26b062998::landing_region_bed1f90b1b26,"Zafarana, Egypt <-> Abidjan, Côte d'Ivoire",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::accra-ghana,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",accra-ghana,"Accra, Ghana",landing_region_1ef38be3b39c::landing_region_2e263771884f,"Abu Dhabi, United Arab Emirates <-> Accra, Ghana",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::al-faw-iraq,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",al-faw-iraq,"Al Faw, Iraq",landing_region_1ef38be3b39c::landing_region_39715153c465,"Abu Dhabi, United Arab Emirates <-> Al Faw, Iraq",inter_region,2,"[""2africa"", ""fibre-in-gulf-fig""]","[""2Africa"", ""Fibre in Gulf (FIG)""]",True,1
abu-dhabi-united-arab-emirates::al-ghariya-qatar,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",al-ghariya-qatar,"Al Ghariya, Qatar",landing_region_1ef38be3b39c::landing_region_dd98804a0f5e,"Abu Dhabi, United Arab Emirates <-> Al Ghariya, Qatar",inter_region,1,"[""fibre-in-gulf-fig""]","[""Fibre in Gulf (FIG)""]",False,0
abu-dhabi-united-arab-emirates::al-hidd-bahrain,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",al-hidd-bahrain,"Al Hidd, Bahrain",landing_region_1ef38be3b39c::landing_region_445416594174,"Abu Dhabi, United Arab Emirates <-> Amwaj Island, Bahrain",inter_region,1,"[""fibre-in-gulf-fig""]","[""Fibre in Gulf (FIG)""]",False,0
abu-dhabi-united-arab-emirates::al-khobar-saudi-arabia,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",al-khobar-saudi-arabia,"Al Khobar, Saudi Arabia",landing_region_1ef38be3b39c::landing_region_445416594174,"Abu Dhabi, United Arab Emirates <-> Amwaj Island, Bahrain",inter_region,2,"[""2africa"", ""fibre-in-gulf-fig""]","[""2Africa"", ""Fibre in Gulf (FIG)""]",True,1
abu-dhabi-united-arab-emirates::amanzimtoti-south-africa,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",amanzimtoti-south-africa,"Amanzimtoti, South Africa",landing_region_1ef38be3b39c::landing_region_eafefa1c1ea4,"Abu Dhabi, United Arab Emirates <-> Amanzimtoti, South Africa",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::barcelona-spain,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",barcelona-spain,"Barcelona, Spain",landing_region_1ef38be3b39c::landing_region_8eb611963dd1,"Abu Dhabi, United Arab Emirates <-> Barcelona, Spain",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::barka-oman,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",barka-oman,"Barka, Oman",landing_region_1ef38be3b39c::landing_region_6fa1e5de30e2,"Abu Dhabi, United Arab Emirates <-> Al Seeb, Oman",inter_region,2,"[""2africa"", ""fibre-in-gulf-fig""]","[""2Africa"", ""Fibre in Gulf (FIG)""]",True,1
abu-dhabi-united-arab-emirates::berbera-somalia,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",berbera-somalia,"Berbera, Somalia",landing_region_063bd0144968::landing_region_1ef38be3b39c,"Berbera, Somalia <-> Abu Dhabi, United Arab Emirates",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::bude-united-kingdom,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",bude-united-kingdom,"Bude, United Kingdom",landing_region_1ef38be3b39c::landing_region_aeb849c05f9e,"Abu Dhabi, United Arab Emirates <-> Bude, United Kingdom",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::carana-seychelles,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",carana-seychelles,"Carana, Seychelles",landing_region_1ef38be3b39c::landing_region_914640ec5e31,"Abu Dhabi, United Arab Emirates <-> Victoria, Seychelles",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::carcavelos-portugal,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",carcavelos-portugal,"Carcavelos, Portugal",landing_region_1ef38be3b39c::landing_region_c88b92706e9c,"Abu Dhabi, United Arab Emirates <-> Seixal, Portugal",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::chennai-india,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",chennai-india,"Chennai, India",landing_region_1ef38be3b39c::landing_region_32509493c7f4,"Abu Dhabi, United Arab Emirates <-> Chennai, India",inter_region,1,"[""seamewe-6""]","[""SeaMeWe-6""]",False,0
abu-dhabi-united-arab-emirates::coxs-bazar-bangladesh,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",coxs-bazar-bangladesh,"Cox’s Bazar, Bangladesh",landing_region_1ef38be3b39c::landing_region_fd7aa6b87ca4,"Abu Dhabi, United Arab Emirates <-> Cox’s Bazar, Bangladesh",inter_region,1,"[""seamewe-6""]","[""SeaMeWe-6""]",False,0
abu-dhabi-united-arab-emirates::dakar-senegal,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",dakar-senegal,"Dakar, Senegal",landing_region_1ef38be3b39c::landing_region_9d5009d65552,"Abu Dhabi, United Arab Emirates <-> Dakar, Senegal",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::dar-es-salaam-tanzania,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",dar-es-salaam-tanzania,"Dar Es Salaam, Tanzania",landing_region_1ef38be3b39c::landing_region_5524694c9ae5,"Abu Dhabi, United Arab Emirates <-> Dar Es Salaam, Tanzania",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::das-island-united-arab-emirates,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",das-island-united-arab-emirates,"Das Island, United Arab Emirates",landing_region_1ef38be3b39c::landing_region_1f4b8d181127,"Abu Dhabi, United Arab Emirates <-> Das Island, United Arab Emirates",inter_region,1,"[""qatar-u-a-e-submarine-cable-system""]","[""Qatar-U.A.E. Submarine Cable System""]",False,0
abu-dhabi-united-arab-emirates::djibouti-city-djibouti,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",djibouti-city-djibouti,"Djibouti City, Djibouti",landing_region_173727a59ebb::landing_region_1ef38be3b39c,"Djibouti City, Djibouti <-> Abu Dhabi, United Arab Emirates",inter_region,2,"[""2africa"", ""seamewe-6""]","[""2Africa"", ""SeaMeWe-6""]",True,1
abu-dhabi-united-arab-emirates::doha-qatar,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",doha-qatar,"Doha, Qatar",landing_region_1ef38be3b39c::landing_region_f0ff9789c5ea,"Abu Dhabi, United Arab Emirates <-> Al-Kheesa, Qatar",inter_region,3,"[""2africa"", ""qatar-u-a-e-submarine-cable-system"", ""seamewe-6""]","[""2Africa"", ""Qatar-U.A.E. Submarine Cable System"", ""SeaMeWe-6""]",True,3
abu-dhabi-united-arab-emirates::duba-saudi-arabia,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",duba-saudi-arabia,"Duba, Saudi Arabia",landing_region_1ef38be3b39c::landing_region_ec08d714ad46,"Abu Dhabi, United Arab Emirates <-> Duba, Saudi Arabia",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::duynefontein-south-africa,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",duynefontein-south-africa,"Duynefontein, South Africa",landing_region_1ef38be3b39c::landing_region_44e270aeb18c,"Abu Dhabi, United Arab Emirates <-> Melkbosstrand, South Africa",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::genoa-italy,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",genoa-italy,"Genoa, Italy",landing_region_1ef38be3b39c::landing_region_a98ab4a2cae2,"Abu Dhabi, United Arab Emirates <-> Genoa, Italy",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::gqeberha-south-africa,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",gqeberha-south-africa,"Gqeberha, South Africa",landing_region_1ef38be3b39c::landing_region_ff082f6e3580,"Abu Dhabi, United Arab Emirates <-> Gqeberha, South Africa",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::gran-canaria-canary-islands-spain,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",gran-canaria-canary-islands-spain,"Gran Canaria, Canary Islands, Spain",landing_region_1ef38be3b39c::landing_region_ea3290db8988,"Abu Dhabi, United Arab Emirates <-> Tarahales, Spain",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::halul-island-qatar,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",halul-island-qatar,"Halul Island, Qatar",landing_region_14db368b2428::landing_region_1ef38be3b39c,"Halul Island, Qatar <-> Abu Dhabi, United Arab Emirates",inter_region,1,"[""qatar-u-a-e-submarine-cable-system""]","[""Qatar-U.A.E. Submarine Cable System""]",False,0
abu-dhabi-united-arab-emirates::hulhumale-maldives,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",hulhumale-maldives,"Hulhumale, Maldives",landing_region_1ef38be3b39c::landing_region_3e5f0fe5028c,"Abu Dhabi, United Arab Emirates <-> Male, Maldives",inter_region,1,"[""seamewe-6""]","[""SeaMeWe-6""]",False,0
abu-dhabi-united-arab-emirates::jeddah-saudi-arabia,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",jeddah-saudi-arabia,"Jeddah, Saudi Arabia",landing_region_1ef38be3b39c::landing_region_a096883e3a96,"Abu Dhabi, United Arab Emirates <-> Jeddah, Saudi Arabia",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::kalba-united-arab-emirates,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",kalba-united-arab-emirates,"Kalba, United Arab Emirates",landing_region_1392e3aea9b8::landing_region_1ef38be3b39c,"Fujairah, United Arab Emirates <-> Abu Dhabi, United Arab Emirates",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::karachi-pakistan,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",karachi-pakistan,"Karachi, Pakistan",landing_region_1b3a8d836a7d::landing_region_1ef38be3b39c,"Karachi, Pakistan <-> Abu Dhabi, United Arab Emirates",inter_region,2,"[""2africa"", ""seamewe-6""]","[""2Africa"", ""SeaMeWe-6""]",True,1
abu-dhabi-united-arab-emirates::kuwait-city-kuwait,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",kuwait-city-kuwait,"Kuwait City, Kuwait",landing_region_1ef38be3b39c::landing_region_fab792fddadd,"Abu Dhabi, United Arab Emirates <-> Kuwait City, Kuwait",inter_region,2,"[""2africa"", ""fibre-in-gulf-fig""]","[""2Africa"", ""Fibre in Gulf (FIG)""]",True,1
abu-dhabi-united-arab-emirates::kwa-ibo-nigeria,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",kwa-ibo-nigeria,"Kwa Ibo, Nigeria",landing_region_1ef38be3b39c::landing_region_5067eb8d0563,"Abu Dhabi, United Arab Emirates <-> Kwa Ibo, Nigeria",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::lagos-nigeria,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",lagos-nigeria,"Lagos, Nigeria",landing_region_1ef38be3b39c::landing_region_30beda532e6f,"Abu Dhabi, United Arab Emirates <-> Lagos, Nigeria",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::libreville-gabon,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",libreville-gabon,"Libreville, Gabon",landing_region_1ef38be3b39c::landing_region_a47655b7f5ec,"Abu Dhabi, United Arab Emirates <-> Libreville, Gabon",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::luanda-angola,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",luanda-angola,"Luanda, Angola",landing_region_1ef38be3b39c::landing_region_3ee19f69866b,"Abu Dhabi, United Arab Emirates <-> Luanda, Angola",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::mahajanga-madagascar,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",mahajanga-madagascar,"Mahajanga, Madagascar",landing_region_1ef38be3b39c::landing_region_ac9f23141ecd,"Abu Dhabi, United Arab Emirates <-> Mahajanga, Madagascar",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::manama-bahrain,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",manama-bahrain,"Manama, Bahrain",landing_region_1ef38be3b39c::landing_region_445416594174,"Abu Dhabi, United Arab Emirates <-> Amwaj Island, Bahrain",inter_region,2,"[""2africa"", ""seamewe-6""]","[""2Africa"", ""SeaMeWe-6""]",True,1
abu-dhabi-united-arab-emirates::maputo-mozambique,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",maputo-mozambique,"Maputo, Mozambique",landing_region_1ef38be3b39c::landing_region_dc3abce92257,"Abu Dhabi, United Arab Emirates <-> Maputo, Mozambique",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::marseille-france,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",marseille-france,"Marseille, France",landing_region_08ea81d123b5::landing_region_1ef38be3b39c,"Marseille, France <-> Abu Dhabi, United Arab Emirates",inter_region,2,"[""2africa"", ""seamewe-6""]","[""2Africa"", ""SeaMeWe-6""]",True,1
abu-dhabi-united-arab-emirates::matara-sri-lanka,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",matara-sri-lanka,"Matara, Sri Lanka",landing_region_1ef38be3b39c::landing_region_d6e66fb95245,"Abu Dhabi, United Arab Emirates <-> Matara, Sri Lanka",inter_region,1,"[""seamewe-6""]","[""SeaMeWe-6""]",False,0
abu-dhabi-united-arab-emirates::mogadishu-somalia,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",mogadishu-somalia,"Mogadishu, Somalia",landing_region_1ef38be3b39c::landing_region_aec65461b9ed,"Abu Dhabi, United Arab Emirates <-> Mogadishu, Somalia",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::mombasa-kenya,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",mombasa-kenya,"Mombasa, Kenya",landing_region_1ef38be3b39c::landing_region_57424b247075,"Abu Dhabi, United Arab Emirates <-> Nyali, Kenya",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::morib-malaysia,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",morib-malaysia,"Morib, Malaysia",landing_region_1ef38be3b39c::landing_region_d5376611ccce,"Abu Dhabi, United Arab Emirates <-> Morib, Malaysia",inter_region,1,"[""seamewe-6""]","[""SeaMeWe-6""]",False,0
abu-dhabi-united-arab-emirates::moroni-comoros,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",moroni-comoros,"Moroni, Comoros",landing_region_1ef38be3b39c::landing_region_788aed6ea9ed,"Abu Dhabi, United Arab Emirates <-> Moroni, Comoros",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::mtwapa-kenya,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",mtwapa-kenya,"Mtwapa, Kenya",landing_region_1ef38be3b39c::landing_region_57424b247075,"Abu Dhabi, United Arab Emirates <-> Nyali, Kenya",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::muanda-congo-dem-rep-,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",muanda-congo-dem-rep-,"Muanda, Congo, Dem. Rep.",landing_region_1ef38be3b39c::landing_region_2250855567fa,"Abu Dhabi, United Arab Emirates <-> Soyo, Angola",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::mumbai-india,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",mumbai-india,"Mumbai, India",landing_region_0074f164da96::landing_region_1ef38be3b39c,"Mumbai, India <-> Abu Dhabi, United Arab Emirates",inter_region,2,"[""2africa"", ""seamewe-6""]","[""2Africa"", ""SeaMeWe-6""]",True,1
abu-dhabi-united-arab-emirates::muscat-oman,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",muscat-oman,"Muscat, Oman",landing_region_1ef38be3b39c::landing_region_fcffffdae613,"Abu Dhabi, United Arab Emirates <-> Muscat, Oman",inter_region,1,"[""seamewe-6""]","[""SeaMeWe-6""]",False,0
abu-dhabi-united-arab-emirates::nacala-mozambique,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",nacala-mozambique,"Nacala, Mozambique",landing_region_1ef38be3b39c::landing_region_e4f36279958f,"Abu Dhabi, United Arab Emirates <-> Nacala, Mozambique",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::pointe-noire-congo-rep-,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",pointe-noire-congo-rep-,"Pointe-Noire, Congo, Rep.",landing_region_1ef38be3b39c::landing_region_500e5328b192,"Abu Dhabi, United Arab Emirates <-> Pointe-Noire, Congo, Rep.",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::port-said-egypt,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",port-said-egypt,"Port Said, Egypt",landing_region_1ef38be3b39c::landing_region_76a1e527d0dd,"Abu Dhabi, United Arab Emirates <-> Port Said, Egypt",inter_region,2,"[""2africa"", ""seamewe-6""]","[""2Africa"", ""SeaMeWe-6""]",True,1
abu-dhabi-united-arab-emirates::port-sudan-sudan,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",port-sudan-sudan,"Port Sudan, Sudan",landing_region_1ef38be3b39c::landing_region_caa5fe5bd73d,"Abu Dhabi, United Arab Emirates <-> Port Sudan, Sudan",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::ras-ghareb-egypt,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",ras-ghareb-egypt,"Ras Ghareb, Egypt",landing_region_1ef38be3b39c::landing_region_ce4340c7a1cb,"Abu Dhabi, United Arab Emirates <-> Ras Ghareb, Egypt",inter_region,2,"[""2africa"", ""seamewe-6""]","[""2Africa"", ""SeaMeWe-6""]",True,1
abu-dhabi-united-arab-emirates::salalah-oman,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",salalah-oman,"Salalah, Oman",landing_region_1ef38be3b39c::landing_region_4a1972e240f9,"Abu Dhabi, United Arab Emirates <-> Salalah, Oman",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::suez-egypt,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",suez-egypt,"Suez, Egypt",landing_region_1ef38be3b39c::landing_region_e37b4802fd4f,"Abu Dhabi, United Arab Emirates <-> Suez, Egypt",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::tuas-singapore,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",tuas-singapore,"Tuas, Singapore",landing_region_1ef38be3b39c::landing_region_d0ecf913edd7,"Abu Dhabi, United Arab Emirates <-> Katong, Singapore",inter_region,1,"[""seamewe-6""]","[""SeaMeWe-6""]",False,0
abu-dhabi-united-arab-emirates::tympaki-greece,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",tympaki-greece,"Tympaki, Greece",landing_region_1ef38be3b39c::landing_region_89dd309b5ca2,"Abu Dhabi, United Arab Emirates <-> Korakia, Greece",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::yanbu-saudi-arabia,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",yanbu-saudi-arabia,"Yanbu, Saudi Arabia",landing_region_0f9020acdf6d::landing_region_1ef38be3b39c,"Yanbu, Saudi Arabia <-> Abu Dhabi, United Arab Emirates",inter_region,2,"[""2africa"", ""seamewe-6""]","[""2Africa"", ""SeaMeWe-6""]",True,1
abu-dhabi-united-arab-emirates::yzerfontein-south-africa,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",yzerfontein-south-africa,"Yzerfontein, South Africa",landing_region_1ef38be3b39c::landing_region_22e3b376dfe7,"Abu Dhabi, United Arab Emirates <-> Yzerfontein, South Africa",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
abu-dhabi-united-arab-emirates::zafarana-egypt,abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",zafarana-egypt,"Zafarana, Egypt",landing_region_1ef38be3b39c::landing_region_50c26b062998,"Abu Dhabi, United Arab Emirates <-> Zafarana, Egypt",inter_region,1,"[""2africa""]","[""2Africa""]",False,0
